20210504_Corbeil,Olink NPX Manager 2.2.3.340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPX data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panel,Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022),Olink Target 96 Immune Response(v.3204),Olink Target 96 Inflammation(v.3022)
1-107,1.57806,2.25982,1.61871,0.78881,0.72092,7.01218,3.69279,1.88407,3.1813,0.89415,4.04701,2.09646,0.56404,5.05178,1.12315,3.55842,0.93105,0.06639,0.50755,3.82953,1.6474,0.32862,2.62771,1.62397,3.22338,2.11695,-0.6381,1.72141,1.83239,3.85279,0.84302,2.28756,2.55001,8.57271,8.34112,3.08739,1.62196,0.03398,2.45809,-0.50651,2.49874,2.76695,4.10102,0.28459,2.98357,-0.84605,3.78971,1.43905,1.31067,5.00921,0.64964,2.81688,3.43136,-0.32672,2.71936,2.69444,1.95561,1.32333,0.04784,5.67159,1.00402,2.21626,1.10673,6.33407,0.37536,4.90422,0.87069,0.90408,3.18141,7.89839,1.73096,2.11332,0.97635,3.1281,2.7991,0.37586,0.37093,3.04682,3.16683,4.73707,2.64427,2.26651,2.07906,2.06744,0.64153,3.42039,-0.80755,2.84585,2.82961,2.50769,2.70103,2.92979,5.90818,11.83743,10.13881,3.17953,2.21833,2.40273,6.42813,3.4211,10.35024,7.22022,10.09312,2.34646,2.78133,12.58838,1.56285,8.07964,1.60872,9.04348,0.73348,7.00981,6.46103,0.84063,-0.55384,5.80129,0.51597,11.1005,-0.11589,7.27562,5.9233,9.82694,8.78796,2.80607,4.33359,15.08841,8.55408,5.37176,1.86229,0.87189,1.24888,16.29715,4.25826,5.69106,10.1634,1.3231,6.34552,1.82179,8.80732,5.22153,-0.04602,13.92464,5.99581,9.21756,7.30352,0.23787,0.34938,0.63473,9.3568,2.01982,2.52336,10.68926,6.25618,5.97363,8.956,9.51996,9.75064,6.65589,0.19206,2.28663,1.94246,9.0309,5.50523,11.74497,0.58594,6.36488,10.03281,-0.6477,-0.13012,1.32777,10.21606,2.20464,6.39016,4.78123,7.06754,1.64834,9.69762,7.05069,2.7926,3.57958,2.98945,5.36108,5.48307,10.27726,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-125,2.42227,2.42213,3.29196,0.86083,2.10267,5.66957,6.1923,2.04273,3.39428,2.18612,2.08525,2.70508,0.75292,3.99737,1.7118,3.70457,1.72133,0.44902,0.39914,5.54749,1.81314,1.94734,4.45446,1.7196,3.29063,2.41695,0.2674,2.8382,2.94012,2.60447,1.68329,2.28802,2.775,8.46964,8.37025,2.89759,3.5988,0.12531,2.02976,-0.08769,3.40625,2.24392,3.56206,1.07096,3.17967,-1.24343,4.28291,1.50309,1.25659,5.74913,0.75598,3.23816,4.30914,0.43974,3.92413,3.16317,2.57568,1.59061,1.75626,7.04943,3.18649,5.06273,1.44202,5.97178,0.48937,4.10229,1.07313,1.77949,4.26326,7.65443,3.66849,2.46668,0.92414,3.77269,3.11898,0.99586,0.73483,2.85968,2.70155,4.35892,2.6018,2.30696,3.65678,2.25506,2.18761,3.33848,-0.25944,2.8911,1.33123,2.36126,2.87296,2.59874,6.7582,12.25832,10.68988,3.1224,1.79792,2.24028,6.37692,3.56877,10.5332,7.84154,10.05305,2.59634,3.08924,13.08,1.8414,8.81973,3.28168,8.92127,0.74886,6.86675,6.43272,0.72906,-0.64124,7.5044,0.79166,11.04076,0.5936,7.50831,6.13582,9.699,8.08123,2.48208,4.91828,15.963,8.52117,7.24255,1.48294,0.75218,0.90552,16.12534,3.78126,5.01726,9.26131,0.91245,6.31601,1.31696,8.601,5.34094,-0.13061,13.74546,5.72381,9.77933,6.70316,0.10645,0.36004,0.80969,9.25235,1.31237,2.21152,10.89561,6.46645,7.68896,9.02617,10.48243,9.96482,7.46597,0.46946,3.58004,1.91698,8.89808,7.67468,11.61453,0.46004,6.6436,8.66415,-0.89501,-0.10402,0.37041,9.91141,3.9401,6.54652,3.71251,6.56746,1.5935,9.27386,6.77268,4.36061,5.18386,1.1524,5.51151,4.9923,10.25868,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
1-088,1.94381,2.31674,1.82553,1.13248,1.32321,5.86317,4.06056,1.73353,3.22351,1.10772,1.7474,3.07267,0.47188,4.18412,1.16777,2.29665,1.13708,0.37104,0.37328,4.58482,2.21718,1.11705,2.50234,1.65553,3.23483,2.47433,0.35401,1.69972,1.84758,2.4327,0.92793,2.06608,2.45844,8.1137,7.37601,2.90391,1.86961,-0.01112,1.9647,-0.34626,2.45986,2.55647,3.95062,0.81179,2.67515,-1.7389,3.80043,0.63074,1.10278,4.49986,0.56428,2.71867,2.93624,0.05631,3.63506,2.42285,1.96526,0.86615,0.50286,7.23737,1.58369,3.28647,1.68894,6.26915,0.62588,4.21251,0.97069,0.96044,3.34104,7.77758,3.37164,1.9974,1.01624,3.0902,3.23015,1.61874,0.74343,3.14449,3.06541,3.84249,3.21102,1.95141,2.40844,1.93275,0.89435,3.06122,-0.57275,2.64755,0.73925,1.99283,2.78706,2.5348,6.55911,12.09404,9.97003,3.29249,2.09171,2.92663,6.37803,3.93546,11.17141,7.04736,9.75417,2.85747,2.47071,11.29103,1.70589,9.56763,1.57469,8.50528,0.74368,5.92464,6.66658,0.18727,-0.51487,6.492,0.52505,12.60236,0.23836,6.75051,5.71038,9.77818,8.44869,2.44149,4.76819,16.60293,7.55496,6.09881,1.79284,0.68003,1.00164,16.32131,3.94449,4.92662,9.22719,0.59184,5.85271,1.69666,9.3462,5.4464,-0.10585,13.80999,4.33637,9.39995,5.86352,0.3575,1.0789,0.3137,10.014,1.26263,2.22928,9.68272,6.20686,6.01733,8.97921,11.94971,9.7948,6.42619,0.30947,1.92242,2.34897,9.24559,5.13708,11.56339,0.37362,6.12559,9.60654,-0.15552,0.22799,0.59825,10.32109,2.76398,6.83534,3.84951,5.9322,1.87304,9.12163,8.16666,2.93869,3.54066,0.15487,5.15269,4.7133,9.90861,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
2-043,1.97095,1.52288,2.96698,0.82109,0.83419,6.83329,4.68796,2.0003,3.27707,1.12318,3.39172,1.38836,0.00347,5.10809,1.06765,4.06353,1.24718,-0.58025,0.0138,5.08929,1.63677,1.39161,3.76655,1.65276,4.36275,2.66753,-0.62747,2.07947,2.17799,2.85188,1.75763,2.38646,2.96336,8.84504,8.14821,3.3138,2.09889,0.20277,2.71389,-0.60315,2.73616,2.38441,3.96825,0.20541,3.13152,-1.52164,3.80389,1.00055,0.58019,5.43626,0.62729,2.87882,4.06341,0.03678,3.58222,2.84558,2.49744,1.08648,1.00086,6.27726,1.91656,3.53473,1.8841,6.65351,1.3257,5.59533,1.02344,0.53481,3.79529,8.53297,3.90424,3.21948,0.77087,4.38412,2.5177,1.09493,0.42085,3.26126,2.79685,5.2428,2.5944,2.45357,3.02506,1.76769,1.1339,3.66357,-0.64439,2.95457,0.27203,2.61005,3.33085,2.83511,5.91421,11.95883,10.74243,2.32706,2.91533,3.19169,6.59663,4.09847,10.50203,7.25266,10.14586,1.36252,3.16499,12.28233,1.63694,8.02625,2.08928,8.51388,0.59485,6.96255,6.89998,0.20576,-0.14293,6.21473,0.49004,9.86813,0.29529,7.33792,6.66314,10.01966,9.12799,2.72168,3.95282,15.293,8.25331,6.00248,1.531,0.61683,0.99935,16.03767,4.46039,4.59617,9.51167,1.33313,6.54948,0.91157,8.33337,5.56413,-0.12582,13.28688,5.39861,9.31872,7.3167,-0.66813,0.34509,1.15755,9.9085,1.62307,2.42048,11.00324,6.51513,6.31555,9.24956,11.83008,9.7452,7.23829,0.25277,2.60519,2.70372,9.1792,6.34542,11.51911,0.4761,6.70585,8.93576,-0.77632,-0.06164,0.33698,10.01637,4.39193,6.21776,5.01414,6.90946,1.79362,9.94801,7.03778,2.99107,3.76282,0.24501,5.84424,5.43039,10.41421,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-067,2.48074,2.44478,2.54514,1.19644,1.44793,6.45071,4.77782,2.37375,2.83721,1.60879,2.41104,1.73073,0.415,3.7533,1.39868,4.11849,1.05254,-0.37366,0.57192,5.59479,1.74979,1.55262,4.1971,1.67473,2.78706,1.67179,-0.27219,2.10897,2.42484,2.19937,1.10307,2.52662,2.53773,7.99471,7.94096,2.90094,2.74817,-0.11876,2.5704,-0.80687,3.52209,1.94554,4.32824,0.4502,3.27788,-1.23433,3.96354,2.59987,0.46418,5.2161,0.01046,3.41627,3.74981,0.31789,3.91414,3.0224,2.18807,1.97829,1.66795,5.43427,2.82314,4.45123,1.40526,6.3736,1.52744,4.30451,0.8423,0.66613,4.44887,7.85576,3.14989,2.38285,1.04764,3.53807,2.59111,0.61521,0.55062,2.37936,2.97159,5.64256,3.38553,2.25707,3.37977,1.64451,1.29677,3.27519,-1.04516,2.4353,0.89134,2.48423,3.16828,2.31225,7.315,11.90118,9.69446,2.66178,2.05571,2.03834,6.1657,4.146,10.3842,7.00344,10.03945,1.91195,1.69426,12.94748,0.94537,7.83271,2.64147,8.26787,0.52922,6.38376,5.81191,0.20846,-0.50667,6.10187,0.64649,10.85704,-0.28325,7.16149,5.88536,9.43553,9.7136,2.88975,4.31095,15.82923,8.14714,6.20752,1.5773,0.40752,0.99471,15.46172,4.10367,5.60082,9.23755,1.14929,6.21561,1.27482,8.61407,5.92995,-0.02484,13.00592,4.71339,9.08441,6.04586,0.15144,0.35283,0.62944,10.32525,2.3447,2.41344,10.49758,6.06155,6.58095,9.55501,9.86833,8.78498,8.10107,0.46463,3.2832,2.50952,9.1649,6.99011,11.63415,0.54358,5.75744,9.78494,-0.77438,-0.33039,0.4215,9.93128,3.90074,6.56214,4.16807,6.48139,1.7944,9.25008,6.36371,3.7648,4.46147,0.80023,5.49169,4.5324,10.04042,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
2-088,1.61035,0.89827,2.73902,0.41534,0.58517,7.03324,3.84065,2.4933,2.81214,0.76543,2.48453,3.04594,0.19381,3.5485,0.89292,3.36624,1.06472,-0.71524,-0.03761,3.89446,1.22798,1.10823,3.69572,1.54578,4.0089,2.13415,-0.17007,1.83491,1.92457,2.49502,0.78495,2.53069,2.02063,8.33469,8.25276,2.75813,1.64108,-0.20859,1.99688,-1.11468,2.54893,1.71431,3.65034,0.04909,2.95865,-1.38269,3.22013,3.59914,0.35978,5.04834,-0.43344,2.24276,3.23842,0.52276,2.91261,2.63851,2.77949,1.23902,0.3425,6.31173,1.10956,3.30861,0.86955,6.48355,0.18092,5.48264,0.87841,0.40479,3.54883,7.9931,2.41072,2.19498,0.58362,3.299,2.58715,0.0818,0.23305,4.11184,2.95863,4.27361,3.18568,2.41939,2.07751,1.71817,0.74417,3.56178,-1.01247,3.92629,0.47565,2.15413,3.33482,2.74803,6.0413,11.90468,9.93198,2.4779,1.88201,2.73913,5.87129,3.14475,10.67447,6.87326,9.96199,3.01952,1.63988,11.40103,0.84096,8.155,1.16023,8.42396,0.80578,6.56523,7.01167,0.31171,-0.19911,5.49537,0.70951,12.43254,-0.0521,6.73562,5.73688,10.05671,9.36937,2.71908,4.1543,15.02481,8.2389,5.02452,1.43819,0.51351,0.76576,15.53828,4.0268,5.08731,9.33051,0.52081,6.13761,1.97651,8.44867,5.33588,-0.01842,13.87504,3.77256,9.16753,7.28503,0.32165,0.22561,0.44569,8.87431,1.72314,2.14784,9.8729,6.47236,5.38294,9.26852,11.33736,9.29023,6.98068,0.4789,1.91459,2.03386,8.91495,5.16337,11.11152,0.3391,8.05528,11.23816,-1.00525,-0.2393,0.27522,9.94341,3.30336,7.04775,3.69658,6.27016,1.63034,9.03224,6.55379,2.49493,3.63023,0.40032,5.55324,4.82491,10.13143,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-096,2.74508,2.11575,2.52443,1.17342,1.72132,6.72035,5.55985,1.27579,3.11321,1.40379,3.17532,2.21058,0.46948,4.53919,1.40651,3.26059,1.69254,-0.18422,0.04472,4.77,1.76125,1.49812,3.87958,2.05518,3.38805,2.37046,-0.45803,2.54854,2.23869,2.71556,0.76992,3.01852,2.41117,8.17567,8.14764,2.66762,2.67858,0.17502,2.6515,-1.27876,3.16471,1.87488,3.95385,0.74565,2.44847,-1.22713,3.5434,1.99932,0.38754,5.18765,0.38,3.51706,4.37074,0.55091,4.94212,2.91579,2.25998,1.70542,1.21393,6.25318,2.38753,3.73724,1.63756,6.71418,0.43707,5.47874,0.77082,1.29423,3.60501,7.83995,3.16041,2.95965,0.96172,3.96081,2.75805,0.65486,0.34827,2.79134,3.11269,5.72898,3.5383,3.09902,2.91871,2.06984,1.82201,2.58755,-0.4768,2.3417,0.72349,2.22781,3.05061,2.6029,7.16234,11.85915,10.29876,2.31629,2.10032,2.62722,6.33233,4.03835,10.7943,7.67515,9.83399,2.37424,3.67344,12.76638,1.22946,8.9018,3.14033,8.70007,0.73989,6.94831,6.51307,0.29006,-1.29617,7.28656,0.84229,10.67909,-0.12362,7.33095,5.81811,9.9116,9.30328,2.37072,5.24295,15.51479,8.55764,6.8789,1.83009,0.85246,0.99951,16.4178,4.06897,4.70067,10.17092,1.16737,6.40854,1.19435,9.04609,5.44677,-0.09244,13.79059,4.70015,9.79958,6.18652,-0.39917,0.67528,1.26417,9.57783,2.03766,2.77061,10.84893,6.5096,6.18834,9.84082,9.60251,9.49525,8.06988,0.48244,3.23858,2.23246,8.937,6.78324,11.55925,0.49555,6.63688,8.52253,-0.84659,-0.25994,0.18581,10.29283,3.19173,6.97415,3.95598,6.67469,1.93006,9.53799,6.8822,3.65044,4.44656,0.82162,5.1151,5.11437,10.4246,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
5-089,2.08981,1.43077,3.78957,1.52396,1.41249,6.7045,4.48548,2.03393,2.53809,1.05581,3.44247,1.30474,0.4529,3.74032,1.18643,3.84345,1.34704,0.22536,0.05981,3.62223,1.8053,1.41704,2.88417,1.78812,3.43252,2.25947,0.00005,2.23018,1.7977,2.88677,2.30834,2.80592,2.5149,7.82519,8.52809,3.73084,1.97028,0.24928,2.75521,-0.44774,2.72611,2.28633,3.86646,0.57846,2.80193,-0.89248,3.77121,1.30398,0.74944,5.06039,0.1815,3.05473,3.94983,0.28104,3.14395,2.50625,2.35323,1.64588,0.47716,5.84001,1.79276,2.90703,1.71088,6.28156,1.04504,5.30427,1.41209,1.18372,3.48989,8.30662,3.1884,2.88755,1.17616,5.07841,2.14991,0.46871,0.31835,2.854,2.63768,4.53114,3.10338,2.47813,2.58679,1.62545,0.32542,3.26265,0.01663,3.40443,1.29362,2.36583,3.08421,2.45532,6.0178,10.82446,10.14569,2.88756,1.78895,2.2926,6.09005,3.56864,10.58151,7.28085,10.03462,1.36655,2.65248,12.50459,1.61022,7.48037,1.90572,8.38143,0.35607,6.33529,6.25656,0.08682,-0.59444,6.09872,0.52705,9.88172,0.36922,7.18888,6.56063,9.45458,8.78555,1.54121,4.2652,15.52421,8.54217,5.96502,1.12686,1.04303,1.12231,15.71778,4.15106,2.83505,9.16311,0.87378,6.00751,1.79035,8.24195,4.93286,-0.02041,12.8189,4.80839,9.15288,6.32984,0.56599,0.70071,0.37743,10.1022,1.39435,2.54575,10.61817,6.40092,5.60587,8.7405,9.0981,9.47078,6.50796,0.34762,2.3407,2.28077,9.24402,5.42139,11.37118,0.62485,5.58032,10.84913,0.17371,-0.08886,0.48706,9.72213,2.28902,6.42208,4.06831,6.29458,1.61368,9.36157,6.78786,2.63141,3.56526,1.34814,5.13072,5.19633,9.95652,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
2-015,1.54849,2.37265,1.94544,0.33856,0.62158,6.42383,4.42008,1.95705,2.86389,1.25292,3.81952,1.32452,0.46196,4.86208,0.88328,3.68536,1.19192,-0.5799,-0.00932,4.5735,1.62156,1.04163,3.1244,2.29579,3.22493,1.28871,0.00123,1.51981,2.0737,2.2594,1.29434,3.28029,2.68214,7.96,8.32343,3.23627,1.61376,0.64341,2.45568,0.53752,2.50482,1.88132,3.98929,0.15353,2.60116,-1.25927,4.22191,1.02503,1.21755,4.80593,0.20447,2.39922,3.56996,-0.23035,2.53528,2.00585,2.6294,1.77137,0.31291,5.82368,1.57288,3.05471,0.75885,5.89791,1.73171,4.84227,0.78105,0.53978,3.3173,7.86596,3.40678,2.68229,0.69702,3.41666,2.49371,0.81257,0.42836,2.80359,2.96494,4.76663,3.18112,2.61443,2.26919,1.32448,-0.44796,3.63477,0.76467,3.3368,3.06145,2.23232,3.31049,2.18988,6.05348,11.10235,10.18892,2.01058,1.96057,1.99201,6.40989,3.61318,10.76407,7.24221,10.15225,1.53135,2.95783,12.08174,1.71672,7.72271,2.04068,8.71631,0.60896,6.89214,6.16045,0.52557,1.36362,5.26447,0.45934,9.37298,0.58907,7.12402,6.27315,9.74844,9.07164,2.31392,3.60269,15.16046,8.43472,5.97144,1.47101,2.03725,0.77277,15.47988,4.10879,3.77564,9.57636,0.95964,5.98886,1.221,8.25514,5.37282,-0.09383,12.40068,4.6901,8.84088,6.67075,-0.00758,0.12671,0.62273,10.12366,2.22505,2.7474,10.91819,6.0516,5.85003,8.26138,9.43031,9.72797,5.49936,0.43088,1.75546,1.95498,8.88717,5.28771,11.71723,0.35133,6.99597,9.67971,-0.11168,-0.03459,0.29253,9.86656,3.74749,6.39588,4.14977,6.96117,2.05178,9.68243,6.86986,3.14645,3.23063,2.99183,5.39544,5.36711,9.78158,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
1-073,1.40763,2.32194,2.53494,0.55014,1.07079,6.99025,3.66657,1.47058,3.5696,1.36074,2.10632,3.84408,0.28915,3.95176,1.063,3.73548,1.09867,-0.56262,0.29702,4.36775,1.62465,1.02897,2.65905,1.17706,3.49666,2.48784,0.1089,1.89652,2.1825,3.39721,0.76407,3.74858,2.1487,9.14687,8.56458,3.02723,1.55649,-0.13517,2.78867,-0.72367,2.87757,2.29307,4.01916,0.22597,2.12488,-0.84901,3.58954,0.96915,0.15388,5.34783,0.67988,3.28755,4.54521,-0.03746,4.01502,3.70791,2.08619,1.45087,0.3919,7.05447,1.32218,2.56856,1.16564,6.48885,-0.03797,5.53961,1.41675,0.78223,4.07914,8.05056,2.25916,3.41844,0.70101,3.69072,3.14853,0.81555,0.30807,3.93318,3.27817,4.8212,3.98184,2.64138,2.50237,2.07129,0.41975,2.81679,-1.00779,3.4043,0.71064,2.91589,2.84603,3.42702,8.04953,13.12997,10.80397,3.2352,2.17978,3.28176,6.51104,3.43401,10.77979,7.2182,10.23969,3.88966,2.32257,12.75396,1.85388,8.5073,1.7881,8.906,0.52021,7.87308,6.95193,0.51738,-0.74352,7.18163,0.15613,10.21602,1.19337,7.6297,6.61719,8.89522,9.68119,3.15854,4.43718,15.53994,8.62788,5.97466,1.83954,0.7075,1.06436,15.20169,4.22737,5.82953,11.06181,1.3868,6.28549,2.46459,8.95675,5.65849,1.06065,12.81048,6.14668,9.56609,6.53416,-0.06369,0.20313,0.82867,9.97831,1.82728,2.88825,10.41053,6.94811,6.68437,9.31123,9.83469,10.51287,7.10729,0.30848,1.86624,2.4425,8.48549,5.78065,11.69855,0.3827,8.38689,8.9044,0.43856,-0.12341,0.28304,10.0172,2.47182,7.1201,4.09569,7.36276,1.5439,8.92583,8.40252,2.18797,3.60424,0.31641,5.31388,4.78352,10.50358,20210504-004_SP210278_IRE,20210504-003_SP210278_INFI,Pass,Pass
